State,n_seats,seats_d,avg_win_d,n_uncontested_d,seats_r,avg_win_r,n_uncontested_r,voteshare_d,weighted_voteshare,t_test_p,non_parametric_p,mean_median_diff,efficiency_gap,partisan_bias
HI,2.0,2.0,0.7668610451116618,0,0.0,N/A,0,0.7668610451116618,0.7672389672474945,-1.0,,0.0,0.0337220902233234,0.0
IA,4.0,3.0,0.5333089984124283,0,1.0,0.5171027344697988,0,0.5207060651918716,0.5204923360276394,-1.0,,0.0020478413702906817,-0.20858786961625683,0.0
ID,2.0,0.0,N/A,0,2.0,0.6388763557569035,0,0.3611236442430965,0.3603414590054511,-1.0,,0.0,0.22224728848619302,0.0
IL,18.0,13.0,0.708920095152788,0,5.0,0.601703282398123,0,0.6226358236108683,0.6111584048631324,0.9611341778548457,0.04689478138528248,-0.024518772142914425,0.023049424999514716,-0.05555555555555558
IN,9.0,2.0,0.649778732963626,0,7.0,0.6104381019814269,0,0.44738786133969605,0.44486989353591194,0.15160350631133732,0.09384138626669819,0.015004680970375439,0.17255350045716977,0.16666666666666669
KS,4.0,1.0,0.549561686218899,0,3.0,0.5934325385192329,0,0.44231601766530004,0.45192055042478857,-1.0,,-0.008262560595736546,0.13463203533060009,0.0
KY,6.0,1.0,0.6292537791162905,0,5.0,0.6633424536905342,0,0.38542358511060315,0.39590810712008995,-1.0,,0.047968354862853335,0.10418050355453963,0.16666666666666669
LA,6.0,1.0,1.0,1,5.0,0.6952266372153287,0,0.42064446898722596,0.3982895804518543,-1.0,,0.1116308521376499,0.17462227130778538,0.33333333333333337
MA,9.0,9.0,0.8166614831609113,4,0.0,N/A,0,0.8166614831609113,0.79605045974893,-1.0,,0.05727942150208243,0.13332296632182247,0.05555555555555558
MD,8.0,7.0,0.7135468419719136,0,1.0,0.611609328222769,0,0.6729023206975783,0.6692417993565978,-1.0,,-0.02836986615363113,-0.029195358604843347,-0.25
ME,2.0,2.0,0.5751503387711004,0,0.0,N/A,0,0.5751503387711004,0.5787497852646045,-1.0,,0.0,-0.3496993224577991,0.0
MI,14.0,7.0,0.6888499128813975,1,7.0,0.5720440559382519,0,0.5584029284715728,0.5399090273161321,0.9471033186851815,0.18554668476134878,0.06041852600334596,0.1168058569431456,0.14285714285714285
MN,8.0,5.0,0.615575878516438,0,3.0,0.5477079919685671,0,0.5543444270845611,0.5579734846848489,0.8059779676034889,0.2754924937925467,0.02988137629774712,-0.0163111458308777,0.125
MO,8.0,2.0,0.7306319381838339,0,6.0,0.6590624528308041,0,0.43836114492285533,0.43577507562706025,0.17909950394616872,0.43381616738909634,0.10296572723350256,0.12672228984571077,0.125
MS,4.0,1.0,1.0,1,3.0,0.66411848507641,0,0.5019111361926926,0.4583921501910494,-1.0,,0.15342036051040564,0.25382227238538513,0.25
MT,1.0,0.0,N/A,0,1.0,0.5238567594321812,0,0.4761432405678188,0.4761432405678188,-1.0,,0.0,0.4522864811356376,0.5
NC,13.0,3.0,0.726632125726061,0,10.0,0.6011619397381798,1,0.4744828445997219,0.4896353489616826,0.08565340248183245,0.025956482467509135,0.027869846059484504,0.21819645843021307,0.1923076923076923
ND,1.0,0.0,N/A,0,1.0,0.628579778856614,0,0.371420221143386,0.371420221143386,-1.0,,0.0,0.24284044228677204,0.5
NE,3.0,0.0,N/A,0,3.0,0.6269191499093559,0,0.37308085009064396,0.37970771063927533,-1.0,,-0.023326866036299854,0.24616170018128794,-0.16666666666666663
NH,2.0,2.0,0.5543699743568369,0,0.0,N/A,0,0.5543699743568369,0.5540973008497126,-1.0,,0.0,-0.3912600512863261,0.0
NJ,12.0,11.0,0.646291758397467,0,1.0,0.5626209756720296,0,0.6288823638916755,0.6077006483099399,-1.0,,0.023718788044331696,-0.1589019388833156,0.0
