State,Year,District,Dem Votes,GOP Votes,D Voteshare,Incumbent,Party
CO,2016,District 26,42145,36666,0.5347603760896321,0,D
CO,2016,District 27,38489,44169,0.46564155919572214,0,R
CO,2016,District 28,39143,31096,0.5572829909309642,0,D
CO,2016,District 29,30998,22503,0.579391039419824,0,D
CO,2016,District 31,57793,25268,0.695789841201045,0,D
CO,2016,District 33,57049,12564,0.8195164696249264,0,D
CO,2016,District 35,23358,38880,0.37530126289405186,0,R
CO,2016,District 4,27779,62981,0.3060709563684442,0,R
CO,2016,District 8,32530,39526,0.4514544243366271,0,R
CT,2016,District 1,20437,6052,0.7715278039941108,0,D
CT,2016,District 10,26153,0,1.0,0,D
CT,2016,District 11,28731,0,1.0,0,D
CT,2016,District 12,32089,21208,0.6020789162617033,0,D
CT,2016,District 13,20866,21761,0.4895019588523706,0,R
CT,2016,District 14,26549,20836,0.5602827899124195,0,D
CT,2016,District 15,20312,0,1.0,0,D
CT,2016,District 16,17966,29610,0.377627375147133,0,R
CT,2016,District 17,20769,21602,0.49017016355526183,0,R
CT,2016,District 18,18447,24795,0.4265991397252671,0,R
CT,2016,District 19,24614,17452,0.5851281319830742,0,D
CT,2016,District 2,30772,5888,0.8393889798145118,0,D
CT,2016,District 20,17761,26501,0.4012697121684515,0,R
CT,2016,District 21,16561,30966,0.3484545626696404,0,R
CT,2016,District 22,22271,16885,0.5687761773419144,0,D
CT,2016,District 23,19689,2583,0.8840247844827587,0,D
CT,2016,District 24,18745,20501,0.4776282933292565,0,R
CT,2016,District 25,26509,17573,0.6013565627693843,0,D
CT,2016,District 26,22898,34627,0.3980530204259018,0,R
CT,2016,District 27,24149,11993,0.6681699961263904,0,D
CT,2016,District 28,21441,32659,0.39632162661737524,0,R
CT,2016,District 29,22180,18280,0.5481957488877904,0,D
CT,2016,District 3,23913,18650,0.5618259991072058,0,D
CT,2016,District 30,21042,26676,0.44096567333081854,0,R
CT,2016,District 31,18053,27162,0.399270153710052,0,R
CT,2016,District 32,17099,33090,0.3406921835461954,0,R
CT,2016,District 33,22954,31594,0.420803695827528,0,R
CT,2016,District 34,0,35049,0.0,0,R
CT,2016,District 35,19199,31829,0.3762444148310731,0,R
CT,2016,District 36,19291,28901,0.40029465471447545,0,R
CT,2016,District 4,24146,23557,0.5061736159151417,0,D
CT,2016,District 5,30655,21128,0.5919896491126432,0,D
CT,2016,District 6,18227,10788,0.6281923143201792,0,D
CT,2016,District 7,18388,28651,0.39090967069878185,0,R
CT,2016,District 8,18204,32839,0.35664047959563505,0,R
CT,2016,District 9,29684,17213,0.6329615966906199,0,D
DE,2016,District 1,11858,9195,0.5632451432099939,0,D
DE,2016,District 12,18961,0,1.0,0,D
DE,2016,District 13,14503,0,1.0,0,D
DE,2016,District 14,13454,9138,0.595520538243626,0,D
DE,2016,District 15,0,15036,0.0,0,R
DE,2016,District 19,0,14003,0.0,0,R
DE,2016,District 20,6831,17908,0.27612272120942644,0,R
DE,2016,District 5,9596,14083,0.4052536002364965,0,R
DE,2016,District 7,9398,9604,0.49457951794547944,0,R
DE,2016,District 8,8862,8115,0.522000353419332,0,D
DE,2016,District 9,13500,0,1.0,0,D
FL,2016,District 1,0,199929,0.0,0,R
FL,2016,District 11,151329,0,1.0,0,D
FL,2016,District 12,0,216234,0.0,0,R
FL,2016,District 13,129598,93444,0.5810475157145291,0,D
FL,2016,District 14,0,158946,0.0,0,R
FL,2016,District 15,142432,97862,0.5927405594813021,0,D
FL,2016,District 16,0,189514,0.0,0,R
FL,2016,District 17,100091,164146,0.37879252337863356,0,R
FL,2016,District 18,97211,113125,0.462170051726761,0,R
FL,2016,District 19,141305,69875,0.6691211288947817,0,D
FL,2016,District 22,101261,116464,0.4650866919278907,0,R
FL,2016,District 23,110937,157910,0.41263990299315223,0,R
FL,2016,District 25,83027,152943,0.3518540492435479,0,R
FL,2016,District 27,0,181783,0.0,0,R
FL,2016,District 28,0,179126,0.0,0,R
FL,2016,District 3,159288,77192,0.6735791610284168,0,D
FL,2016,District 30,119559,101516,0.540807418296958,0,D
FL,2016,District 34,128640,75368,0.6305635073134387,0,D
FL,2016,District 36,67003,81972,0.44976002685014266,0,R
FL,2016,District 37,87794,81938,0.5172507246718356,0,D
FL,2016,District 38,117948,0,1.0,0,D
FL,2016,District 39,82117,97343,0.45757829042683607,0,R
FL,2016,District 40,80551,100170,0.44572019853807804,0,R
FL,2016,District 7,98378,174320,0.3607580546978709,0,R
FL,2016,District 8,107990,119895,0.47387936897996796,0,R
GA,2016,District 1,0,59151,0.0,0,R
GA,2016,District 10,70764,0,1.0,0,D
GA,2016,District 11,0,49068,0.0,0,R
GA,2016,District 12,48863,0,1.0,0,D
GA,2016,District 13,16853,43534,0.27908324639409143,0,R
GA,2016,District 14,0,63251,0.0,0,R
GA,2016,District 15,44076,0,1.0,0,D
GA,2016,District 16,0,66383,0.0,0,R
GA,2016,District 17,32772,48444,0.403516548463357,0,R
GA,2016,District 18,0,60751,0.0,0,R
GA,2016,District 19,0,43329,0.0,0,R
GA,2016,District 2,54264,0,1.0,0,D
GA,2016,District 20,0,60774,0.0,0,R
GA,2016,District 21,0,78154,0.0,0,R
GA,2016,District 22,52532,0,1.0,0,D
GA,2016,District 23,0,52831,0.0,0,R
GA,2016,District 24,25988,56883,0.31359582966297017,0,R
GA,2016,District 25,0,60036,0.0,0,R
GA,2016,District 26,47812,0,1.0,0,D
GA,2016,District 27,20153,73417,0.2153788607459656,0,R
GA,2016,District 28,0,68100,0.0,0,R
GA,2016,District 29,26282,47258,0.35738373674190915,0,R
GA,2016,District 3,0,53872,0.0,0,R
GA,2016,District 30,0,58574,0.0,0,R
GA,2016,District 31,0,60268,0.0,0,R
GA,2016,District 32,0,78117,0.0,0,R
GA,2016,District 33,52902,0,1.0,0,D
GA,2016,District 34,53434,0,1.0,0,D
GA,2016,District 35,66099,0,1.0,0,D
GA,2016,District 36,66698,0,1.0,0,D
GA,2016,District 37,0,70588,0.0,0,R
GA,2016,District 38,59542,16265,0.7854419776537787,0,D
GA,2016,District 39,67041,0,1.0,0,D
GA,2016,District 4,0,54539,0.0,0,R
GA,2016,District 40,32785,42050,0.4380971470568584,0,R
GA,2016,District 41,52579,0,1.0,0,D
GA,2016,District 42,62146,18687,0.768819665235733,0,D
GA,2016,District 43,50436,21175,0.7043052045076874,0,D
GA,2016,District 44,66050,0,1.0,0,D
GA,2016,District 45,0,64059,0.0,0,R
GA,2016,District 46,0,62565,0.0,0,R
GA,2016,District 47,0,57837,0.0,0,R
GA,2016,District 48,0,51546,0.0,0,R
GA,2016,District 49,0,59242,0.0,0,R
GA,2016,District 5,35586,0,1.0,0,D
GA,2016,District 50,0,61180,0.0,0,R
GA,2016,District 51,0,70737,0.0,0,R
GA,2016,District 52,0,52820,0.0,0,R
GA,2016,District 53,0,55148,0.0,0,R
GA,2016,District 54,0,46908,0.0,0,R
GA,2016,District 55,61907,17686,0.7777945296696945,0,D
GA,2016,District 56,32969,49202,0.40122427620450035,0,R
GA,2016,District 6,39201,42338,0.480763806276751,0,R
GA,2016,District 7,0,48481,0.0,0,R
GA,2016,District 8,20661,37237,0.3568517047220975,0,R
GA,2016,District 9,0,65094,0.0,0,R
HI,2016,District 1 Vacancy,14488,0,1.0,0,D
HI,2016,District 10,13845,0,1.0,0,D
HI,2016,District 11,14943,3416,0.8139332207636581,0,D
HI,2016,District 13,10815,3826,0.738679051977324,0,D
HI,2016,District 15,9226,0,1.0,0,D
HI,2016,District 19,7880,4912,0.6160100062539087,0,D
HI,2016,District 2,11664,0,1.0,0,D
HI,2016,District 25,14212,6886,0.6736183524504692,0,D
HI,2016,District 9,13433,11985,0.5284837516720434,0,D
IA,2016,District 10,10006,20053,0.3328786719451745,0,R
IA,2016,District 12,0,20012,0.0,0,R
IA,2016,District 14,0,19482,0.0,0,R
IA,2016,District 16,14046,8114,0.6338447653429603,0,D
IA,2016,District 18,20388,0,1.0,0,D
IA,2016,District 2,0,27522,0.0,0,R
IA,2016,District 20,15238,22431,0.40452361358145955,0,R
IA,2016,District 22,15343,19413,0.4414489584532167,0,R
IA,2016,District 24,11006,19435,0.3615518544068855,0,R
IA,2016,District 26,11557,19165,0.3761799362020702,0,R
IA,2016,District 28,10823,17501,0.3821141081768112,0,R
IA,2016,District 30,19568,13754,0.5872396614849049,0,D
IA,2016,District 32,12441,18641,0.4002638182871115,0,R
IA,2016,District 34,20008,15673,0.5607466158459684,0,D
IA,2016,District 36,13111,14731,0.4709072624093097,0,R
IA,2016,District 38,10524,18567,0.36176136949572035,0,R
IA,2016,District 4,11889,18359,0.39305078021687384,0,R
IA,2016,District 40,0,23768,0.0,0,R
IA,2016,District 42,13434,13266,0.5031460674157303,0,D
IA,2016,District 44,13000,14410,0.47427946005107624,0,R
IA,2016,District 46,12615,16576,0.43215374601760814,0,R
IA,2016,District 48,10596,20065,0.34558559733863864,0,R
IA,2016,District 50,18345,10635,0.6330227743271222,0,D
IA,2016,District 6,0,20223,0.0,0,R
IA,2016,District 8,10510,12379,0.45917252828869765,0,R
ID,2016,District 1,5365,17264,0.2370851562154757,0,R
ID,2016,District 10,4524,9762,0.31667366652666945,0,R
ID,2016,District 11,3302,14206,0.18859949737262965,0,R
ID,2016,District 12,4412,11672,0.2743098731658791,0,R
ID,2016,District 13,5055,12439,0.28895621355893447,0,R
ID,2016,District 14,7903,19011,0.2936389982908523,0,R
ID,2016,District 15,8203,10580,0.43672469786509077,0,R
ID,2016,District 16,11360,8563,0.5701952517191186,0,D
ID,2016,District 17,10586,6235,0.6293323821413709,0,D
ID,2016,District 18,16833,0,1.0,0,D
ID,2016,District 19,19679,0,1.0,0,D
ID,2016,District 2,0,20240,0.0,0,R
ID,2016,District 20,6525,13787,0.3212386766443482,0,R
ID,2016,District 21,0,17462,0.0,0,R
ID,2016,District 22,0,13805,0.0,0,R
ID,2016,District 23,0,12422,0.0,0,R
ID,2016,District 24,6004,10698,0.35947790683750447,0,R
ID,2016,District 25,4620,12077,0.27669641252919686,0,R
ID,2016,District 26,10470,7863,0.5711012927507773,0,D
ID,2016,District 27,0,13259,0.0,0,R
ID,2016,District 28,7404,11880,0.3839452395768513,0,R
ID,2016,District 29,8018,7482,0.5172903225806451,0,D
ID,2016,District 3,0,16990,0.0,0,R
ID,2016,District 30,0,17000,0.0,0,R
ID,2016,District 31,0,13954,0.0,0,R
ID,2016,District 32,4139,16168,0.2038213423942483,0,R
ID,2016,District 33,0,11848,0.0,0,R
ID,2016,District 34,0,17305,0.0,0,R
ID,2016,District 35,0,16665,0.0,0,R
ID,2016,District 4,7793,13233,0.37063635498906117,0,R
ID,2016,District 5,10939,11275,0.49243720176465294,0,R
ID,2016,District 6,0,16722,0.0,0,R
ID,2016,District 7,5071,14318,0.2615400484810975,0,R
ID,2016,District 8,0,16015,0.0,0,R
ID,2016,District 9,3642,14370,0.2021985343104597,0,R
IL,2016,District 1,46434,0,1.0,0,D
IL,2016,District 10,63145,0,1.0,0,D
IL,2016,District 11,49632,0,1.0,0,D
IL,2016,District 13,78792,0,1.0,0,D
IL,2016,District 14,79949,0,1.0,0,D
IL,2016,District 16,67984,0,1.0,0,D
IL,2016,District 17,82868,0,1.0,0,D
IL,2016,District 19,83628,0,1.0,0,D
IL,2016,District 2,57000,0,1.0,0,D
IL,2016,District 20,60418,0,1.0,0,D
IL,2016,District 22,39835,21991,0.6443082198427846,0,D
IL,2016,District 23,44643,43429,0.506892088291398,0,D
IL,2016,District 25,45317,54636,0.4533830900523246,0,R
IL,2016,District 26,43738,63432,0.4081179434543249,0,R
IL,2016,District 28,47097,40950,0.5349074925891854,0,D
IL,2016,District 29,53744,37174,0.5911260696451748,0,D
IL,2016,District 31,48303,41044,0.540622516704534,0,D
IL,2016,District 32,31217,65150,0.32393869270600933,0,R
IL,2016,District 34,66412,0,1.0,0,D
IL,2016,District 35,0,78269,0.0,0,R
IL,2016,District 37,0,92654,0.0,0,R
IL,2016,District 38,40586,55848,0.4208681585332974,0,R
IL,2016,District 4,80583,0,1.0,0,D
IL,2016,District 40,71014,0,1.0,0,D
IL,2016,District 41,0,87665,0.0,0,R
IL,2016,District 43,67722,0,1.0,0,D
IL,2016,District 44,0,87022,0.0,0,R
IL,2016,District 46,70854,0,1.0,0,D
IL,2016,District 47,0,79854,0.0,0,R
IL,2016,District 49,51960,46581,0.5272932079033092,0,D
IL,2016,District 5,75700,0,1.0,0,D
IL,2016,District 50,0,89431,0.0,0,R
IL,2016,District 52,52401,33562,0.6095762130218815,0,D
IL,2016,District 53,0,84127,0.0,0,R
IL,2016,District 55,0,83806,0.0,0,R
IL,2016,District 56,78460,0,1.0,0,D
IL,2016,District 58,38905,59735,0.3944140308191403,0,R
IL,2016,District 59,43503,53501,0.448466042637417,0,R
IL,2016,District 7,82014,0,1.0,0,D
IL,2016,District 8,62149,0,1.0,0,D
IN,2016,District 10,31011,0,1.0,0,D
IN,2016,District 12,12476,29301,0.2986332192354645,0,R
IN,2016,District 13,10872,33720,0.24381054897739504,0,R
IN,2016,District 16,18110,35243,0.33943733248364666,0,R
IN,2016,District 18,0,39041,0.0,0,R
IN,2016,District 2,33465,0,1.0,0,D
IN,2016,District 20,19043,48651,0.28131001270422784,0,R
IN,2016,District 24,0,47493,0.0,0,R
IN,2016,District 28,21166,38404,0.3553130770522075,0,R
IN,2016,District 3,40458,0,1.0,0,D
IN,2016,District 30,33220,36848,0.47411086373237427,0,R
IN,2016,District 32,20202,31187,0.39311915001264863,0,R
IN,2016,District 33,42544,0,1.0,0,D
IN,2016,District 34,41398,0,1.0,0,D
IN,2016,District 35,18655,26631,0.41193746411694565,0,R
IN,2016,District 36,18384,26710,0.4076817314942121,0,R
IN,2016,District 37,0,48333,0.0,0,R
IN,2016,District 40,39664,0,1.0,0,D
IN,2016,District 42,14085,37843,0.27124094900631646,0,R
IN,2016,District 44,15406,36875,0.2946768424475431,0,R
IN,2016,District 5,23628,34771,0.4045959691090601,0,R
IN,2016,District 50,0,44623,0.0,0,R
IN,2016,District 7,14590,36158,0.2874990147394971,0,R
IN,2016,District 8,22373,31239,0.4173132880698351,0,R
IN,2016,District 9,0,41812,0.0,0,R
KS,2016,District 1,13076,18283,0.4169775821933097,0,R
KS,2016,District 10,17722,18673,0.4869350185465036,0,R
KS,2016,District 11,13983,25992,0.3497936210131332,0,R
KS,2016,District 12,6918,18998,0.26693934249112516,0,R
KS,2016,District 13,12291,15737,0.4385257599543314,0,R
KS,2016,District 14,7702,20452,0.27356681111032183,0,R
KS,2016,District 15,9963,15511,0.3911046557274083,0,R
KS,2016,District 16,11467,20980,0.35340709464665454,0,R
KS,2016,District 17,9147,13161,0.4100322754168908,0,R
KS,2016,District 18,15007,14076,0.5160059141078981,0,D
KS,2016,District 19,16181,12068,0.5727990371340579,0,D
KS,2016,District 2,24147,12378,0.6611088295687885,0,D
KS,2016,District 20,11775,22216,0.3464152275602365,0,R
KS,2016,District 21,15287,18149,0.45720181839933005,0,R
KS,2016,District 22,20849,0,1.0,0,D
KS,2016,District 23,12551,19277,0.3943383184617318,0,R
KS,2016,District 24,11228,16195,0.40943733362505924,0,R
KS,2016,District 25,11704,8308,0.5848490905456726,0,D
KS,2016,District 26,8911,20274,0.3053280794928902,0,R
KS,2016,District 27,11209,22252,0.3349869997908012,0,R
KS,2016,District 28,9353,9915,0.4854162341706456,0,R
KS,2016,District 29,14511,0,1.0,0,D
KS,2016,District 3,17214,16189,0.5153429332694668,0,D
KS,2016,District 30,11786,16636,0.41467876996692704,0,R
KS,2016,District 31,8026,23463,0.25488265743593,0,R
KS,2016,District 32,9844,16221,0.3776712065988874,0,R
KS,2016,District 33,6467,21114,0.23447300678002972,0,R
KS,2016,District 34,4664,21559,0.17785913129695305,0,R
KS,2016,District 35,8538,21271,0.2864235633533497,0,R
KS,2016,District 36,4686,26816,0.1487524601612596,0,R
KS,2016,District 37,11709,24965,0.31927250913453675,0,R
KS,2016,District 38,4130,12884,0.24274127189373457,0,R
KS,2016,District 39,3421,17231,0.16564981599845052,0,R
KS,2016,District 4,17090,0,1.0,0,D
KS,2016,District 40,8308,23964,0.257436787307883,0,R
KS,2016,District 5,12828,13336,0.49029200428069103,0,R
KS,2016,District 6,12640,0,1.0,0,D
KS,2016,District 7,18884,22439,0.45698521404544684,0,R
KS,2016,District 8,17758,19847,0.4722244382395958,0,R
KS,2016,District 9,13708,20574,0.3998599848316901,0,R
KY,2016,District 1,0,36264,0.0,0,R
KY,2016,District 11,0,47552,0.0,0,R
KY,2016,District 13,33373,0,1.0,0,D
KY,2016,District 15,0,39614,0.0,0,R
KY,2016,District 17,17302,36656,0.32065680714629896,0,R
KY,2016,District 19,39026,24214,0.6171094244149272,0,D
KY,2016,District 21,11185,33770,0.24880435991547104,0,R
KY,2016,District 23,0,37409,0.0,0,R
KY,2016,District 25,0,30577,0.0,0,R
KY,2016,District 27,14681,30548,0.32459262862322846,0,R
KY,2016,District 29,26890,0,1.0,0,D
KY,2016,District 3,0,28655,0.0,0,R
KY,2016,District 31,26598,0,1.0,0,D
KY,2016,District 33,34588,6432,0.8431984397854705,0,D
KY,2016,District 35,35860,0,1.0,0,D
KY,2016,District 37,31555,0,1.0,0,D
KY,2016,District 5,18006,31096,0.3667060404871492,0,R
KY,2016,District 7,39851,0,1.0,0,D
KY,2016,District 9,0,37791,0.0,0,R
MA,2016,District 1 Bristol and Plymouth,54618,0,1.0,0,D
MA,2016,District 1 Essex,65131,0,1.0,0,D
MA,2016,District 1 Essex and Middlesex,0,77851,0.0,0,R
MA,2016,District 1 Hampden and Hampshire,44602,35188,0.5589923549316957,0,D
MA,2016,District 1 Middlesex,56759,0,1.0,0,D
MA,2016,District 1 Middlesex and Norfolk,62668,0,1.0,0,D
MA,2016,District 1 Plymouth and Bristol,52915,28059,0.6534813643885692,0,D
MA,2016,District 1 Suffolk,59874,0,1.0,0,D
MA,2016,District 1 Suffolk and Middlesex,53407,0,1.0,0,D
MA,2016,District 1 Worcester,56545,0,1.0,0,D
MA,2016,District 2 Bristol and Plymouth,53882,0,1.0,0,D
MA,2016,District 2 Essex,67120,0,1.0,0,D
MA,2016,District 2 Essex and Middlesex,45218,25973,0.6351645573176384,0,D
MA,2016,District 2 Hampden and Hampshire,29285,43097,0.4045895388356221,0,R
MA,2016,District 2 Middlesex,75777,0,1.0,0,D
MA,2016,District 2 Middlesex and Norfolk,61230,0,1.0,0,D
MA,2016,District 2 Plymouth and Bristol,56156,0,1.0,0,D
MA,2016,District 2 Suffolk,58705,0,1.0,0,D
MA,2016,District 2 Suffolk and Middlesex,56011,0,1.0,0,D
MA,2016,District 2 Worcester,55093,19250,0.7410650632877339,0,D
MA,2016,District 3 Essex,58844,0,1.0,0,D
MA,2016,District 3 Middlesex,64554,0,1.0,0,D
MA,2016,District 4 Middlesex,68540,0,1.0,0,D
MA,2016,District 5 Middlesex,52954,23628,0.6914679689744326,0,D
MA,2016,"District Berkshire, Hampshire and Franklin",53216,22624,0.7016877637130802,0,D
MA,2016,District Bristol and Norfolk,66611,0,1.0,0,D
MA,2016,District Cape and Islands,59974,45349,0.5694292794546301,0,D
MA,2016,District Hampden,45061,0,1.0,0,D
MA,2016,"District Hampshire, Franklin and Worcester",62286,13908,0.8174659422001732,0,D
MA,2016,District Middlesex and Suffolk,53022,0,1.0,0,D
MA,2016,District Middlesex and Worcester,55698,26865,0.6746121143853785,0,D
MA,2016,District Norfolk and Plymouth,50148,0,1.0,0,D
MA,2016,District Norfolk and Suffolk,66792,0,1.0,0,D
MA,2016,"District Norfolk, Bristol and Middlesex",33083,49776,0.3992686370822723,0,R
MA,2016,"District Norfolk, Bristol and Plymouth",56466,0,1.0,0,D
MA,2016,District Plymouth and Barnstable,0,69474,0.0,0,R
MA,2016,District Plymouth and Norfolk,40193,61487,0.3952891424075531,0,R
MA,2016,District Worcester and Middlesex,59860,0,1.0,0,D
MA,2016,District Worcester and Norfolk,0,64665,0.0,0,R
MA,2016,"District Worcester, Hampden, Hampshire and Middlesex",44021,36883,0.5441140116681499,0,D
ME,2016,District 1,9589,9018,0.5153436878594078,0,D
ME,2016,District 10,0,11305,0.0,0,R
ME,2016,District 11,11138,11947,0.48247779943686375,0,R
ME,2016,District 12,11608,10823,0.5174981053007,0,D
ME,2016,District 13,10909,12131,0.47348090277777777,0,R
ME,2016,District 14,9816,8082,0.5484411666107945,0,D
ME,2016,District 15,4516,15154,0.22958820538891714,0,R
ME,2016,District 16,8846,10378,0.460153974198918,0,R
ME,2016,District 17,5752,14975,0.27751242340907994,0,R
ME,2016,District 18,9040,11603,0.437920844838444,0,R
ME,2016,District 19,7272,13396,0.35184826785368684,0,R
ME,2016,District 2,9899,9013,0.5234242808798646,0,D
ME,2016,District 20,8214,13047,0.3863411880908706,0,R
ME,2016,District 21,14063,0,1.0,0,D
ME,2016,District 22,6777,13774,0.3297649749403922,0,R
ME,2016,District 23,12038,10712,0.5291428571428571,0,D
ME,2016,District 24,14833,10056,0.5959660894371007,0,D
ME,2016,District 25,15546,11247,0.5802261784794536,0,D
ME,2016,District 26,13081,8026,0.6197470033638129,0,D
ME,2016,District 27,14929,3562,0.8073657454978097,0,D
ME,2016,District 28,15375,6161,0.7139208766716196,0,D
ME,2016,District 29,13684,0,1.0,0,D
ME,2016,District 3,8557,9981,0.4615924047901607,0,R
ME,2016,District 30,9960,14621,0.40519100117977297,0,R
ME,2016,District 31,12332,9043,0.5769356725146199,0,D
ME,2016,District 32,11880,8249,0.5901932535148293,0,D
ME,2016,District 33,7922,11672,0.4043074410533837,0,R
ME,2016,District 34,10584,13164,0.4456796361798888,0,R
ME,2016,District 35,14609,9964,0.5945143043177471,0,D
ME,2016,District 4,5137,13525,0.27526524488264925,0,R
ME,2016,District 5,12117,7241,0.6259427626820953,0,D
ME,2016,District 6,8057,10349,0.43773769423014236,0,R
ME,2016,District 7,10476,13218,0.44213724993669284,0,R
ME,2016,District 8,0,18448,0.0,0,R
ME,2016,District 9,10962,7911,0.580829756795422,0,D
MN,2016,District 1,14501,23108,0.38557260230264034,0,R
MN,2016,District 10,15440,27923,0.35606392546641147,0,R
MN,2016,District 11,20519,17079,0.5457471142082025,0,D
MN,2016,District 12,13515,28254,0.3235653235653236,0,R
MN,2016,District 13,13338,29235,0.31329716017194,0,R
MN,2016,District 14,17378,17519,0.4979797690345875,0,R
MN,2016,District 15,11672,28373,0.29147209389436884,0,R
MN,2016,District 16,12651,26086,0.32658698402044556,0,R
MN,2016,District 17,16713,22421,0.4270710890785506,0,R
MN,2016,District 18,13148,26341,0.3329534807161488,0,R
MN,2016,District 19,22875,15057,0.6030528313824739,0,D
MN,2016,District 2,17002,22232,0.43334862619156855,0,R
MN,2016,District 20,20577,22274,0.4801988284987515,0,R
MN,2016,District 21,19282,22901,0.4571035725292179,0,R
MN,2016,District 22,10910,25769,0.29744540472750075,0,R
MN,2016,District 23,11529,28063,0.2911951909476662,0,R
MN,2016,District 24,15463,21885,0.4140248473813859,0,R
MN,2016,District 25,15555,26839,0.3669151294994575,0,R
MN,2016,District 26,18317,23325,0.43986840209403966,0,R
MN,2016,District 27,20540,16944,0.5479671326432611,0,D
MN,2016,District 28,14793,25217,0.3697325668582854,0,R
MN,2016,District 29,13992,27249,0.3392740234232924,0,R
MN,2016,District 3,26977,16923,0.6145102505694761,0,D
MN,2016,District 30,11979,30483,0.28211106401017383,0,R
MN,2016,District 31,13919,29650,0.31947026555578506,0,R
MN,2016,District 32,18388,23992,0.4338839075035394,0,R
MN,2016,District 33,17335,30175,0.36487055356766995,0,R
MN,2016,District 34,19263,29229,0.3972407819846573,0,R
MN,2016,District 35,14216,29655,0.3240409382051925,0,R
MN,2016,District 36,21793,20840,0.5111767879342294,0,D
MN,2016,District 37,22129,20838,0.5150231573067703,0,D
MN,2016,District 38,19094,27109,0.41326320801679545,0,R
MN,2016,District 39,18237,28960,0.3864016780727589,0,R
MN,2016,District 4,21420,17382,0.5520334003401887,0,D
MN,2016,District 40,21152,9905,0.68107029011173,0,D
