State,Year,District,Dem Votes,GOP Votes,D Voteshare,Incumbent,Party
FL,2016,District 22,94295,105575,0.4717816580777505,0,R
FL,2016,District 23,110587,143346,0.4354967648946769,0,R
FL,2016,District 24,98104,116415,0.4573207967592614,0,R
FL,2016,District 25,98417,117056,0.4567486413610986,0,R
FL,2016,District 26,63253,117979,0.3490167299373179,0,R
FL,2016,District 28,73000,138293,0.3454918052183461,0,R
FL,2016,District 30,132241,0,1.0,0,D
FL,2016,District 34,124578,0,1.0,0,D
FL,2016,District 36,56395,66361,0.4594072794812474,0,R
FL,2016,District 4,80598,149347,0.35050990454239056,0,R
FL,2016,District 40,90924,79068,0.5348722292813779,0,D
FL,2016,District 8,98692,100690,0.49498951760941307,0,R
GA,2016,District 1,27239,42279,0.3918265772893351,0,R
GA,2016,District 10,71202,0,1.0,0,D
GA,2016,District 11,0,44900,0.0,0,R
GA,2016,District 12,44357,0,1.0,0,D
GA,2016,District 13,0,48598,0.0,0,R
GA,2016,District 14,20372,50051,0.28928049074876105,0,R
GA,2016,District 15,39590,0,1.0,0,D
GA,2016,District 16,24831,53167,0.31835431677735326,0,R
GA,2016,District 17,37034,44341,0.45510291858678953,0,R
GA,2016,District 18,0,57836,0.0,0,R
GA,2016,District 19,0,43376,0.0,0,R
GA,2016,District 2,49456,0,1.0,0,D
GA,2016,District 20,0,57444,0.0,0,R
GA,2016,District 21,25869,61508,0.29606189271776323,0,R
GA,2016,District 22,48425,0,1.0,0,D
GA,2016,District 23,0,48710,0.0,0,R
GA,2016,District 24,0,65067,0.0,0,R
GA,2016,District 25,0,57623,0.0,0,R
GA,2016,District 26,44936,0,1.0,0,D
GA,2016,District 27,24863,66016,0.273583556157088,0,R
GA,2016,District 28,0,62821,0.0,0,R
GA,2016,District 29,25840,44058,0.3696815359523878,0,R
GA,2016,District 3,19883,42097,0.3207970313004195,0,R
GA,2016,District 30,0,53233,0.0,0,R
GA,2016,District 31,0,54909,0.0,0,R
GA,2016,District 32,39167,52772,0.4260107245021155,0,R
GA,2016,District 33,51455,0,1.0,0,D
GA,2016,District 34,49728,10306,0.82833061265283,0,D
GA,2016,District 35,65152,0,1.0,0,D
GA,2016,District 36,66809,0,1.0,0,D
GA,2016,District 37,33656,48379,0.4102639117449869,0,R
GA,2016,District 38,62090,12866,0.8283526335450131,0,D
GA,2016,District 39,67101,0,1.0,0,D
GA,2016,District 4,0,51653,0.0,0,R
GA,2016,District 40,40882,33789,0.5474950114502284,0,D
GA,2016,District 41,51645,0,1.0,0,D
GA,2016,District 42,72360,0,1.0,0,D
GA,2016,District 43,60067,0,1.0,0,D
GA,2016,District 44,67284,0,1.0,0,D
GA,2016,District 45,31855,44094,0.41942619389327046,0,R
GA,2016,District 46,31207,47574,0.39612343077645623,0,R
GA,2016,District 47,23209,46008,0.33530780010691014,0,R
GA,2016,District 48,35344,30661,0.5354745852586925,0,D
GA,2016,District 49,0,55517,0.0,0,R
GA,2016,District 5,34240,0,1.0,0,D
GA,2016,District 50,0,58942,0.0,0,R
GA,2016,District 51,0,69645,0.0,0,R
GA,2016,District 52,13543,42386,0.24214629262100162,0,R
GA,2016,District 53,0,49087,0.0,0,R
GA,2016,District 54,10097,39553,0.20336354481369587,0,R
GA,2016,District 55,64385,14575,0.8154128672745694,0,D
GA,2016,District 56,37863,41845,0.47502132784664025,0,R
GA,2016,District 6,46486,33157,0.583679670529739,0,D
GA,2016,District 7,0,45441,0.0,0,R
GA,2016,District 8,0,42656,0.0,0,R
GA,2016,District 9,39139,42312,0.4805220316509312,0,R
HI,2016,District 1,12492,0,1.0,0,D
HI,2016,District 12,9507,3999,0.7039093736117281,0,D
HI,2016,District 17,7828,3538,0.6887207460848144,0,D
HI,2016,District 18,11845,5830,0.6701555869872702,0,D
HI,2016,District 19 Vacancy,6089,6205,0.4952822515047991,0,R
HI,2016,District 21,5808,4049,0.5892259308105915,0,D
HI,2016,District 3,10650,0,1.0,0,D
HI,2016,District 6,8978,0,1.0,0,D
IA,2016,District 1,0,21245,0.0,0,R
IA,2016,District 11,8770,18007,0.32751988646973146,0,R
IA,2016,District 13,13558,17199,0.44081022206327014,0,R
IA,2016,District 15,12830,16988,0.430277013884231,0,R
IA,2016,District 17,17808,0,1.0,0,D
IA,2016,District 19,17608,18598,0.48632823288957633,0,R
IA,2016,District 21,20499,10511,0.6610448242502418,0,D
IA,2016,District 23,19020,0,1.0,0,D
IA,2016,District 25,10345,16621,0.3836312393384262,0,R
IA,2016,District 27,12823,12322,0.5099622191290515,0,D
IA,2016,District 29,13437,15493,0.4644659522986519,0,R
IA,2016,District 3,8884,16366,0.3518415841584158,0,R
IA,2016,District 31,14573,0,1.0,0,D
IA,2016,District 33,17912,9407,0.6556608953475603,0,D
IA,2016,District 35,19875,0,1.0,0,D
IA,2016,District 37,20321,0,1.0,0,D
IA,2016,District 39,15758,13130,0.5454860149543063,0,D
IA,2016,District 41,10652,11460,0.48172937771345875,0,R
IA,2016,District 43,23790,6107,0.7957320132454762,0,D
IA,2016,District 45,14629,0,1.0,0,D
IA,2016,District 47,14418,16125,0.4720557901974266,0,R
IA,2016,District 49,10916,13305,0.4506832913587383,0,R
IA,2016,District 5,8935,14571,0.3801157151365609,0,R
IA,2016,District 7,9125,8676,0.5126116510308409,0,D
IA,2016,District 9,0,18533,0.0,0,R
ID,2016,District 1,5125,14831,0.25681499298456606,0,R
ID,2016,District 10,4720,7526,0.38543197778866567,0,R
ID,2016,District 11,3949,13834,0.22206601810718102,0,R
ID,2016,District 12,4875,9089,0.349112002291607,0,R
ID,2016,District 13,0,12550,0.0,0,R
ID,2016,District 14,8268,18893,0.3044070542321711,0,R
ID,2016,District 15,8942,8948,0.49983230855226385,0,R
ID,2016,District 16,12784,6819,0.6521450798347191,0,D
ID,2016,District 17,11652,5069,0.6968482746247234,0,D
ID,2016,District 18,17090,0,1.0,0,D
ID,2016,District 19,18793,6401,0.7459315710089703,0,D
ID,2016,District 2,5131,15109,0.25350790513833993,0,R
ID,2016,District 20,0,14535,0.0,0,R
ID,2016,District 21,7776,12275,0.38781108174155904,0,R
ID,2016,District 22,4731,10709,0.3064119170984456,0,R
ID,2016,District 23,0,10492,0.0,0,R
ID,2016,District 24,0,10547,0.0,0,R
ID,2016,District 25,0,11969,0.0,0,R
ID,2016,District 26,10094,6768,0.598624125252046,0,D
ID,2016,District 27,0,10291,0.0,0,R
ID,2016,District 28,6268,10174,0.3812188298260552,0,R
ID,2016,District 29,8338,6074,0.5785456563974466,0,D
ID,2016,District 3,4707,12226,0.27797791295104235,0,R
ID,2016,District 30,0,12838,0.0,0,R
ID,2016,District 31,0,11084,0.0,0,R
ID,2016,District 32,0,13347,0.0,0,R
ID,2016,District 33,5379,7899,0.40510619069136916,0,R
ID,2016,District 34,1858,9500,0.16358513822856136,0,R
ID,2016,District 35,0,13123,0.0,0,R
ID,2016,District 4,7749,10579,0.42279572239196855,0,R
ID,2016,District 5,11197,8777,0.5605787523780915,0,D
ID,2016,District 6,0,13353,0.0,0,R
ID,2016,District 7,0,13936,0.0,0,R
ID,2016,District 8,0,14128,0.0,0,R
ID,2016,District 9,0,13849,0.0,0,R
IL,2016,District 11,39158,0,1.0,0,D
IL,2016,District 12,38061,0,1.0,0,D
IL,2016,District 14,65275,0,1.0,0,D
IL,2016,District 15,59332,0,1.0,0,D
IL,2016,District 17,66268,0,1.0,0,D
IL,2016,District 18,64048,0,1.0,0,D
IL,2016,District 2,51282,0,1.0,0,D
IL,2016,District 20,55151,0,1.0,0,D
IL,2016,District 21,49928,48749,0.5059740365029338,0,D
IL,2016,District 23,39604,32582,0.5486382401019588,0,D
IL,2016,District 24,51695,50059,0.5080389960099848,0,D
IL,2016,District 26,42924,51754,0.4533682587295887,0,R
IL,2016,District 27,46981,43375,0.5199544025853291,0,D
IL,2016,District 29,51162,29791,0.6319963435573728,0,D
IL,2016,District 3,62764,0,1.0,0,D
IL,2016,District 30,38860,18263,0.6802863995238345,0,D
IL,2016,District 32,35936,43402,0.4529481459073836,0,R
IL,2016,District 33,44965,46040,0.49409373111367505,0,R
IL,2016,District 35,0,62422,0.0,0,R
IL,2016,District 36,37447,38728,0.4915917295700689,0,R
IL,2016,District 38,32799,47977,0.40604882638407447,0,R
IL,2016,District 39,54149,0,1.0,0,D
IL,2016,District 41,48046,49692,0.4915795289447298,0,R
IL,2016,District 42,41787,0,1.0,0,D
IL,2016,District 44,0,70464,0.0,0,R
IL,2016,District 45,29781,49936,0.37358405358957314,0,R
IL,2016,District 47,0,61521,0.0,0,R
IL,2016,District 48,42068,32021,0.5678035875771033,0,D
IL,2016,District 5,63756,0,1.0,0,D
IL,2016,District 50,0,72429,0.0,0,R
IL,2016,District 51,0,77252,0.0,0,R
IL,2016,District 53,0,66592,0.0,0,R
IL,2016,District 54,25510,59476,0.3001670863436331,0,R
IL,2016,District 56,45727,0,1.0,0,D
IL,2016,District 57,44254,30496,0.5920267558528428,0,D
IL,2016,District 59,32125,50475,0.3889225181598063,0,R
IL,2016,District 6,88756,0,1.0,0,D
IL,2016,District 8,50071,0,1.0,0,D
IL,2016,District 9,73710,28889,0.7184280548543358,0,D
IN,2016,District 1,29578,17144,0.633063653097042,0,D
IN,2016,District 11,17179,27089,0.38806813047799765,0,R
IN,2016,District 14,0,34542,0.0,0,R
IN,2016,District 15,19321,23980,0.44620216623172676,0,R
IN,2016,District 17,11911,30320,0.2820439961165968,0,R
IN,2016,District 19,0,29985,0.0,0,R
IN,2016,District 21,15733,29797,0.3455523830441467,0,R
IN,2016,District 22,16721,20727,0.44651249732963044,0,R
IN,2016,District 23,0,36226,0.0,0,R
IN,2016,District 25,19577,16640,0.5405472568130988,0,D
IN,2016,District 26,18556,27647,0.4016189424929117,0,R
IN,2016,District 27,11429,27795,0.2913777279216806,0,R
IN,2016,District 29,31974,24403,0.5671461766323146,0,D
IN,2016,District 31,28612,30221,0.4863257015620485,0,R
IN,2016,District 38,16969,21508,0.4410167112820646,0,R
IN,2016,District 39,0,34199,0.0,0,R
IN,2016,District 4,26762,17557,0.6038493648322389,0,D
IN,2016,District 41,14458,28888,0.333548655008536,0,R
IN,2016,District 43,0,35509,0.0,0,R
IN,2016,District 45,16493,30357,0.3520384204909285,0,R
IN,2016,District 46,22571,27012,0.4552165056571809,0,R
IN,2016,District 47,16064,31853,0.33524636350355824,0,R
IN,2016,District 48,0,38824,0.0,0,R
IN,2016,District 49,16276,28895,0.3603196741272055,0,R
IN,2016,District 6,18819,32354,0.36775252574599887,0,R
KS,2016,District 13,9310,12836,0.4203919443691863,0,R
KY,2016,District 10,24224,0,1.0,0,D
KY,2016,District 12,26102,26874,0.49271368166717006,0,R
KY,2016,District 14,15842,29752,0.3474579988594991,0,R
KY,2016,District 16,0,33447,0.0,0,R
KY,2016,District 18,21644,15823,0.5776816932233699,0,D
