,State,Year,District,Dem Votes,GOP Votes,D Voteshare
800,NY,2016,District 8,68599,68285,0.5011469565471494
801,NY,2016,District 9,75739,69217,0.5224964816909959
802,OH,2016,District 10,53239,99477,0.34861442154063754
803,OH,2016,District 12,0,122615,0.0
804,OH,2016,District 14,44014,112706,0.28084481878509443
805,OH,2016,District 16,76077,109454,0.41005007249462355
806,OH,2016,District 18,57446,107972,0.34727780531743824
807,OH,2016,District 2,59882,118232,0.3362004109727478
808,OH,2016,District 20,0,114532,0.0
809,OH,2016,District 22,49218,113666,0.3021659585963017
810,OH,2016,District 24,77383,107500,0.4185511918348361
811,OH,2016,District 26,0,109616,0.0
812,OH,2016,District 28,83805,53117,0.6120638027490104
813,OH,2016,District 30,75450,84747,0.470982602670462
814,OH,2016,District 32,78451,60671,0.5639007489829071
815,OH,2016,District 4,50580,105810,0.3234222136965279
816,OH,2016,District 6,53584,114168,0.3194239114883876
817,OH,2016,District 8,62693,106215,0.3711665522059346
818,OK,2016,District 1,11590,16933,0.40633874417137045
819,OK,2016,District 13,10393,18686,0.35740568795350597
820,OK,2016,District 15,0,21069,0.0
821,OK,2016,District 19,5719,19877,0.22343334896077513
822,OK,2016,District 23,7120,24087,0.22815393982119397
823,OK,2016,District 25,10398,28362,0.26826625386996905
824,OK,2016,District 29,11419,21704,0.344745343115056
825,OK,2016,District 3,10695,16091,0.399275741058762
826,OK,2016,District 31,7737,17828,0.3026403285742226
827,OK,2016,District 33,11128,23087,0.32523746894636857
828,OK,2016,District 35,0,19737,0.0
829,OK,2016,District 37,12729,17671,0.4187171052631579
830,OK,2016,District 39,16793,19002,0.4691437351585417
831,OK,2016,District 41,13215,25751,0.33914181594210335
832,OK,2016,District 43,8290,25395,0.24610360694671218
833,OK,2016,District 47,15445,22858,0.40323212281022375
834,OK,2016,District 5,10987,14665,0.42830968345548104
835,OK,2016,District 7,12867,16209,0.4425299215848122
836,OK,2016,District 9,12828,13641,0.484642411878046
837,OR,2016,District 1,16476,45775,0.2646704470610914
838,OR,2016,District 12,23441,39908,0.37002951901371767
839,OR,2016,District 14,44338,0,1.0
840,OR,2016,District 18,51491,0,1.0
841,OR,2016,District 2,0,43535,0.0
842,OR,2016,District 21,54520,0,1.0
843,OR,2016,District 22,60803,0,1.0
844,OR,2016,District 23,48722,0,1.0
845,OR,2016,District 25,25339,18742,0.5748281572559606
846,OR,2016,District 27,28933,44691,0.39298326632619796
847,OR,2016,District 28,23153,37119,0.3841418900982214
848,OR,2016,District 29,0,37785,0.0
849,OR,2016,District 3,32585,32980,0.49698772210783193
850,OR,2016,District 30,17001,40237,0.29702295677696633
851,OR,2016,District 5,30388,30039,0.5028877819517765
852,OR,2016,District 9,15901,40655,0.28115496145413393
853,PA,2016,District 1,114099,0,1.0
854,PA,2016,District 11,98370,0,1.0
855,PA,2016,District 13,48476,66595,0.4212703461341259
856,PA,2016,District 15,58591,62774,0.48276686029744986
857,PA,2016,District 17,88827,50010,0.6397934268242615
858,PA,2016,District 19,75615,58456,0.5639922130811287
859,PA,2016,District 21,0,101525,0.0
860,PA,2016,District 23,0,85889,0.0
861,PA,2016,District 25,25686,76416,0.2515719574543104
862,PA,2016,District 27,0,83083,0.0
863,PA,2016,District 29,0,92537,0.0
864,PA,2016,District 3,98955,0,1.0
865,PA,2016,District 31,38478,87269,0.305995371658966
866,PA,2016,District 33,0,99377,0.0
867,PA,2016,District 35,41349,68397,0.37676999617298124
868,PA,2016,District 37,59044,90987,0.393545333964314
869,PA,2016,District 39,0,111696,0.0
870,PA,2016,District 41,30739,76843,0.2857262367310517
871,PA,2016,District 43,114984,0,1.0
872,PA,2016,District 45,89016,0,1.0
873,PA,2016,District 47,0,95622,0.0
874,PA,2016,District 49,50356,57790,0.46562979675623695
875,PA,2016,District 5,64508,31644,0.6708960812047591
876,PA,2016,District 7,108471,0,1.0
877,PA,2016,District 9,67011,70764,0.48637996733805117
878,RI,2016,District 1,6267,1244,0.8343762481693516
879,RI,2016,District 10,8296,0,1.0
880,RI,2016,District 11,6621,6135,0.5190498588899342
881,RI,2016,District 12,7911,5059,0.6099460292983809
882,RI,2016,District 13,7609,0,1.0
883,RI,2016,District 14,7790,0,1.0
884,RI,2016,District 15,6457,0,1.0
885,RI,2016,District 16,4742,0,1.0
886,RI,2016,District 17,6942,7224,0.4900465904277848
887,RI,2016,District 18,8860,0,1.0
888,RI,2016,District 19,7135,5686,0.5565088526635987
889,RI,2016,District 2,6417,0,1.0
890,RI,2016,District 20,7888,0,1.0
891,RI,2016,District 21,6101,8282,0.42418132517555446
892,RI,2016,District 22,7290,5357,0.5764212856803985
893,RI,2016,District 23,7628,5475,0.5821567579943524
894,RI,2016,District 24,6599,0,1.0
895,RI,2016,District 25,8219,0,1.0
896,RI,2016,District 26,8905,0,1.0
897,RI,2016,District 27,7276,5779,0.5573343546533895
898,RI,2016,District 28,8473,0,1.0
899,RI,2016,District 29,8341,0,1.0
900,RI,2016,District 3,9820,0,1.0
901,RI,2016,District 30,9256,0,1.0
902,RI,2016,District 31,9674,0,1.0
903,RI,2016,District 32,8012,6873,0.5382599932818274
904,RI,2016,District 33,6824,0,1.0
905,RI,2016,District 34,6444,7856,0.45062937062937064
906,RI,2016,District 35,0,10944,0.0
907,RI,2016,District 36,11337,0,1.0
908,RI,2016,District 37,7577,0,1.0
909,RI,2016,District 38,0,11057,0.0
910,RI,2016,District 4,8485,0,1.0
911,RI,2016,District 5,6739,0,1.0
912,RI,2016,District 6,6383,0,1.0
913,RI,2016,District 7,6402,0,1.0
914,RI,2016,District 8,6760,0,1.0
915,RI,2016,District 9,8241,0,1.0
916,SC,2016,District 1,0,33175,0.0
917,SC,2016,District 10,19331,18342,0.5131261115387679
918,SC,2016,District 11,20825,17225,0.5473061760840998
919,SC,2016,District 12,0,41352,0.0
920,SC,2016,District 13,0,36239,0.0
921,SC,2016,District 14,0,36427,0.0
922,SC,2016,District 15,0,39584,0.0
923,SC,2016,District 16,0,44508,0.0
924,SC,2016,District 17,23735,20762,0.5334067465222374
925,SC,2016,District 18,0,43288,0.0
926,SC,2016,District 19,35946,0,1.0
927,SC,2016,District 2,0,36944,0.0
928,SC,2016,District 20,0,30267,0.0
929,SC,2016,District 21,30294,0,1.0
930,SC,2016,District 22,26530,21696,0.5501181935055779
931,SC,2016,District 23,0,32393,0.0
932,SC,2016,District 24,0,38279,0.0
933,SC,2016,District 25,0,34890,0.0
934,SC,2016,District 26,21702,15392,0.5850541866609155
935,SC,2016,District 27,27101,0,1.0
936,SC,2016,District 28,0,35257,0.0
937,SC,2016,District 29,28519,0,1.0
938,SC,2016,District 3,0,40287,0.0
939,SC,2016,District 30,31560,0,1.0
940,SC,2016,District 31,0,32439,0.0
941,SC,2016,District 32,31164,0,1.0
942,SC,2016,District 33,0,36270,0.0
943,SC,2016,District 34,0,45945,0.0
944,SC,2016,District 35,31113,0,1.0
945,SC,2016,District 36,24725,15024,0.6220282271252107
946,SC,2016,District 37,0,39314,0.0
947,SC,2016,District 38,0,34034,0.0
948,SC,2016,District 39,30716,0,1.0
949,SC,2016,District 4,0,28064,0.0
950,SC,2016,District 40,34069,0,1.0
951,SC,2016,District 41,0,39313,0.0
952,SC,2016,District 42,29289,0,1.0
953,SC,2016,District 43,0,39056,0.0
954,SC,2016,District 44,0,30795,0.0
955,SC,2016,District 45,29994,0,1.0
956,SC,2016,District 46,0,42931,0.0
957,SC,2016,District 5,0,39364,0.0
958,SC,2016,District 6,0,31732,0.0
959,SC,2016,District 7,21518,13209,0.6196331384801451
960,SC,2016,District 8,0,42425,0.0
961,SC,2016,District 9,0,32168,0.0
962,SD,2016,District 1,6849,0,1.0
963,SD,2016,District 10,4141,6205,0.40025130485211674
964,SD,2016,District 11,4481,6944,0.39221006564551425
965,SD,2016,District 12,4432,6221,0.4160330423354924
966,SD,2016,District 13,4502,6997,0.3915123054178624
967,SD,2016,District 14,0,7747,0.0
968,SD,2016,District 15,3666,0,1.0
969,SD,2016,District 16,3122,8274,0.273955773955774
970,SD,2016,District 17,3965,5023,0.44114374721851357
971,SD,2016,District 18,5765,0,1.0
972,SD,2016,District 19,2408,8636,0.21803694313654473
973,SD,2016,District 2,0,7839,0.0
974,SD,2016,District 20,3644,6666,0.35344325897187195
975,SD,2016,District 21,6701,0,1.0
976,SD,2016,District 22,2408,6754,0.2628247107618424
977,SD,2016,District 23,0,8445,0.0
978,SD,2016,District 24,0,8124,0.0
979,SD,2016,District 25,4301,7254,0.3722198182604933
980,SD,2016,District 26,4601,0,1.0
981,SD,2016,District 27,3940,0,1.0
982,SD,2016,District 28,0,6989,0.0
983,SD,2016,District 29,0,6557,0.0
984,SD,2016,District 3,4031,6364,0.3877825877825878
985,SD,2016,District 30,3653,9176,0.28474549848000624
986,SD,2016,District 31,0,8681,0.0
987,SD,2016,District 32,3359,6764,0.3318186308406599
988,SD,2016,District 33,4767,7651,0.3838782412626832
989,SD,2016,District 34,3889,7292,0.3478221983722386
990,SD,2016,District 35,0,6137,0.0
991,SD,2016,District 4,4416,6739,0.3958762886597938
992,SD,2016,District 5,0,6838,0.0
993,SD,2016,District 6,3482,7697,0.3114768762858932
994,SD,2016,District 7,2887,5569,0.3414143803216651
995,SD,2016,District 8,5776,5870,0.495964279580972
996,SD,2016,District 9,3398,6426,0.34588762214983715
997,TN,2016,District 10,31043,39308,0.44125883072024563
998,TN,2016,District 12,0,55219,0.0
999,TN,2016,District 14,18259,53082,0.25593978217294405
1000,TN,2016,District 16,22205,46846,0.3215739091396214
1001,TN,2016,District 18,0,64220,0.0
1002,TN,2016,District 2,0,66262,0.0
1003,TN,2016,District 20,41172,52966,0.4373579213495082
1004,TN,2016,District 22,20406,41497,0.3296447668125939
1005,TN,2016,District 24,0,46945,0.0
1006,TN,2016,District 26,0,54210,0.0
1007,TN,2016,District 28,0,51251,0.0
1008,TN,2016,District 30,39668,0,1.0
1009,TN,2016,District 32,0,57912,0.0
1010,TN,2016,District 4,0,60516,0.0
1011,TN,2016,District 6,0,62688,0.0
1012,TN,2016,District 8,0,49440,0.0
1013,TX,2016,District 1,0,245648,0.0
1014,TX,2016,District 11,0,218201,0.0
1015,TX,2016,District 12,0,241232,0.0
1016,TX,2016,District 13,178277,0,1.0
1017,TX,2016,District 18,0,229051,0.0
1018,TX,2016,District 19,134997,97682,0.5801855775553445
1019,TX,2016,District 20,132128,82098,0.6167692063521701
1020,TX,2016,District 21,160959,0,1.0
1021,TX,2016,District 22,88769,211380,0.29574977761045346
1022,TX,2016,District 24,81836,214568,0.2760961390534541
1023,TX,2016,District 26,155441,0,1.0
1024,TX,2016,District 27,135945,0,1.0
1025,TX,2016,District 28,0,205512,0.0
1026,TX,2016,District 29,167169,0,1.0
1027,TX,2016,District 4,0,239869,0.0
1028,TX,2016,District 6,119891,0,1.0
1029,UT,2016,District 1,11957,8372,0.5881745289979832
1030,UT,2016,District 10,13442,31762,0.2973630652154677
1031,UT,2016,District 13,0,39094,0.0
1032,UT,2016,District 14,0,34681,0.0
1033,UT,2016,District 16,0,21489,0.0
1034,UT,2016,District 19,16381,20994,0.4382876254180602
1035,UT,2016,District 20,10757,24296,0.306878155935298
1036,UT,2016,District 23,13953,29883,0.3183000273747605
1037,UT,2016,District 24,0,33338,0.0
1038,UT,2016,District 25,0,30288,0.0
1039,UT,2016,District 27,11626,26199,0.30736285525446133
1040,UT,2016,District 29,9114,32177,0.2207260662129762
1041,UT,2016,District 6,12682,19325,0.39622582560064984
1042,UT,2016,District 7,5589,28592,0.16351189257189666
1043,UT,2016,District 8,17577,23533,0.42756020432984676
1044,VA,2016,District 1,49251,31740,0.6081046042152832
1045,VA,2016,District 5,66989,0,1.0
1059,WA,2016,District 1,40758,30850,0.5691822142777343
1060,WA,2016,District 10,32309,42309,0.43299203945428716
1061,WA,2016,District 11,38785,0,1.0
1062,WA,2016,District 12,0,27570,0.0
1063,WA,2016,District 14,0,31156,0.0
1064,WA,2016,District 16,0,40354,0.0
1065,WA,2016,District 17,0,32766,0.0
1066,WA,2016,District 18,25699,45316,0.3618812926846441
1067,WA,2016,District 19,30850,0,1.0
1068,WA,2016,District 2,23149,36739,0.38653820464867755
1069,WA,2016,District 20,0,49936,0.0
1070,WA,2016,District 22,45882,0,1.0
1071,WA,2016,District 23,51541,0,1.0
1072,WA,2016,District 24,40808,0,1.0
1073,WA,2016,District 25,24088,35138,0.40671326782156486
1074,WA,2016,District 27,40241,17859,0.6926161790017211
1075,WA,2016,District 28,26835,30139,0.4710043177589778
1076,WA,2016,District 3,33777,0,1.0
1077,WA,2016,District 36,72385,0,1.0
1078,WA,2016,District 39,0,50942,0.0
1079,WA,2016,District 4,0,55715,0.0
1080,WA,2016,District 40,47108,23081,0.6711592984655715
1081,WA,2016,District 41,37107,34446,0.5185946081925286
1082,WA,2016,District 49,34548,20943,0.6225874466129643
1083,WA,2016,District 5,37342,36826,0.5034785891489592
1084,WA,2016,District 9,0,41951,0.0
1085,WI,2016,District 10,32863,56496,0.36776373952259983
1086,WI,2016,District 12,33713,57273,0.37052953201591454
1087,WI,2016,District 14,35555,47294,0.429154244468853
1088,WI,2016,District 16,77047,0,1.0
1089,WI,2016,District 18,36366,46076,0.44111011377695836
1090,WI,2016,District 2,30796,57269,0.34969624709021746
1091,WI,2016,District 20,0,79743,0.0
1092,WI,2016,District 22,50841,0,1.0
1093,WI,2016,District 24,41091,45139,0.4765278905253392
1094,WI,2016,District 26,95246,0,1.0
1095,WI,2016,District 28,0,70269,0.0
1096,WI,2016,District 30,40214,38175,0.5130056513031165
1097,WI,2016,District 32,43585,43524,0.5003501360364601
1098,WI,2016,District 4,62099,0,1.0
1099,WI,2016,District 6,60129,0,1.0
1100,WI,2016,District 8,0,77331,0.0
1101,WV,2016,District 1,20303,21191,0.489299657781848
1102,WV,2016,District 10,17494,21148,0.45271983851767506
1103,WV,2016,District 11,19718,20610,0.48894068637175164
1104,WV,2016,District 12,21304,21207,0.5011408811836936
1105,WV,2016,District 13,24404,16544,0.5959753834131093
1106,WV,2016,District 14,18264,23201,0.44046786446400576
1107,WV,2016,District 15,13629,32475,0.29561426340447683
1108,WV,2016,District 16,20122,22499,0.47211468524905564
1109,WV,2016,District 17,22781,18345,0.553931819287069
1110,WV,2016,District 2,15754,22902,0.4075434602649007
1111,WV,2016,District 3,14826,27172,0.35301681032430116
1112,WV,2016,District 4,21123,22032,0.4894681960375391
1113,WV,2016,District 5,22863,15092,0.6023712290870769
1114,WV,2016,District 6,15606,20776,0.4289483810675609
1115,WV,2016,District 7,19978,13987,0.5881937288385102
1116,WV,2016,District 8,20768,18357,0.5308115015974441
1117,WV,2016,District 9,17545,18861,0.48192605614459155
1118,WY,2016,District 10,3815,5133,0.4263522574877068
1119,WY,2016,District 12,4660,0,1.0
1120,WY,2016,District 14,1237,6939,0.15129647749510763
1121,WY,2016,District 16,1989,7208,0.21626617375231053
1122,WY,2016,District 18,0,5682,0.0
1123,WY,2016,District 2,1377,8187,0.14397741530740277
1124,WY,2016,District 20,1546,6893,0.18319706126318283
1125,WY,2016,District 22,0,7603,0.0
1126,WY,2016,District 24,0,6553,0.0
1127,WY,2016,District 26,1979,6461,0.23447867298578198
1128,WY,2016,District 28,2111,5216,0.2881124607615668
1129,WY,2016,District 30,1521,5831,0.20688248095756256
1130,WY,2016,District 4,3859,5867,0.3967715402015217
1131,WY,2016,District 6,0,4670,0.0
1132,WY,2016,District 8,2346,3638,0.39204545454545453
