Year,State,r_avg_win,d_avg_win
1982,NH,0.708424356,0.552132719
1982,NJ,0.606624836,0.694075356
1982,NM,0.554171618,0.645662867
1982,NV,0.57318318,0.57541645
1982,NY,0.643119438,0.823852138
1982,OH,0.611091492,0.756053442
1982,OK,0.699834549,0.699090302
1982,OR,0.533932986,0.637326403
1982,PA,0.637446214,0.668958837
1982,RI,0.556379333,0.613562808
1982,SC,0.588576515,0.733720574
1982,SD,,0.515584868
1982,TN,0.756492208,0.762467263
1982,TX,0.792313151,0.78759424
1982,UT,0.7221125,
1982,VA,0.634548507,0.638402326
1982,VT,0.74885728,
1982,WA,0.651589863,0.644406658
1982,WI,0.699010171,0.710186873
1982,WV,,0.639683936
1982,WY,0.710937549,
1984,AK,0.568951181,
1984,AL,0.560060864,0.919871135
1984,AR,1,0.843920635
1984,AZ,0.756294764,1
1984,CA,0.73295682,0.681112629
1984,CO,0.77107189,0.584749084
1984,CT,0.629356792,0.564199662
1984,DE,,0.585324654
1984,FL,0.837814466,0.767241145
1984,GA,0.611232192,0.857083387
1984,HI,,0.848409406
1984,IA,0.60536961,0.613544065
1984,ID,0.686243068,0.500419952
1984,IL,0.679290827,0.670292804
1984,IN,0.646692806,0.598374972
1984,KS,0.696076806,0.674955833
1984,KY,0.671161894,0.759757923
1984,LA,0.890554659,0.963313882
1984,MA,0.729295393,0.763479805
1984,MD,0.58806395,0.72806867
1984,ME,0.702685187,
1984,MI,0.655179354,0.717129534
1984,MN,0.644343293,0.664209576
1984,MO,0.666192327,0.679563527
1984,MS,0.677773252,0.851050469
1984,MT,0.659228649,0.672687402
1984,NC,0.551429882,0.599512773
1984,ND,,0.786994419
1984,NE,0.741147429,
1984,NH,0.679540074,
1984,NJ,0.649003463,0.651747344
1984,NM,0.699892523,0.617057996
1984,NV,0.734152533,0.569387327
1984,NY,0.660549102,0.737565803
1984,OH,0.724745634,0.719730469
1984,OK,0.775680608,0.655023777
1984,OR,0.557360364,0.6119536
1984,PA,0.6744395,0.703813876
1984,RI,0.677421457,0.685445985
1984,SC,0.63024545,0.73241264
1984,SD,,0.57365079
1984,TN,0.924475552,0.769937453
1984,TX,0.65046193,0.824271822
1984,UT,0.655482352,
1984,VA,0.728213417,0.763853072
1984,VT,0.710343835,
1984,WA,0.649388105,0.678370298
1984,WI,0.716801331,0.696271229
1984,WV,,0.588647363
1984,WY,0.75090037,
1986,AK,0.578890203,
1986,AL,0.833493377,0.7392548
1986,AR,0.798032509,0.744509347
1986,AZ,0.751921702,0.759023595
1986,CA,0.69517947,0.716653812
1986,CO,0.685122194,0.572313298
1986,CT,0.595356682,0.705112759
1986,DE,,0.6642039
1986,FL,0.881397762,0.82718936
1986,GA,0.563861123,0.869190277
1986,HI,0.612514133,0.777821747
1986,IA,0.594723021,0.614904206
1986,ID,0.670671857,0.543539615
1986,IL,0.705602357,0.702119894
1986,IN,0.64160252,0.619903264
1986,KS,0.825304028,0.675701912
1986,KY,0.766337871,0.883099897
1986,LA,0.674445948,0.985150918
1986,MA,0.778184034,0.90924378
1986,MD,0.557620694,0.728218493
1986,ME,0.773297156,0.548597979
1986,MI,0.636718855,0.742159075
1986,MN,0.572547212,0.7146923
1986,MO,0.570371882,0.728847864
1986,MS,0.823440627,0.724095779
1986,MT,0.534670621,0.616668023
1986,NC,0.529440728,0.613878785
1986,ND,,0.763496171
1986,NE,0.64293936,
1986,NH,0.652879222,
1986,NJ,0.68660468,0.72526465
1986,NM,0.668880876,0.712966824
1986,NV,0.584128695,0.551207075
1986,NY,0.681768447,0.826531429
1986,OH,0.740788106,0.724853623
1986,OK,0.63378027,0.818944547
1986,OR,0.603306472,0.672559392
1986,PA,0.703996428,0.768888796
1986,RI,0.71814728,0.57689491
1986,SC,0.528204098,0.740133801
1986,SD,,0.59181356
1986,TN,0.724652404,0.783912355
1986,TX,0.692478083,0.837931801
1986,UT,0.592984542,0.5578513
1986,VA,0.694657796,0.84803785
1986,VT,1,
1986,WA,0.628828634,0.728636039
1986,WI,0.77421627,0.787775688
1986,WV,,0.76408735
1986,WY,0.694718594,
1988,AK,0.626545647,
1988,AL,0.798618566,0.800358096
1988,AR,0.746906049,0.842174058
1988,AZ,0.776451987,0.733421926
1988,CA,0.675385982,0.740582064
1988,CO,0.706970888,0.702362684
1988,CT,0.709453336,0.691184244
1988,DE,,0.675166406
1988,FL,0.763726401,0.82437079
1988,GA,0.589161092,0.732020936
1988,HI,0.559033029,1
1988,IA,0.615764259,0.675251408
1988,ID,0.657852872,0.652231092
1988,IL,0.694463296,0.696382393
1988,IN,0.627785218,0.63281634
1988,KS,0.812437071,0.686188704
1988,KY,0.827330587,0.722555617
1988,LA,0.759502709,0.951396685
1988,MA,0.827281888,0.867949022
1988,MD,0.67099542,0.742655928
1988,ME,0.662092393,0.632175272
1988,MI,0.683848234,0.72637534
1988,MN,0.602476489,0.715274163
1988,MO,0.594932077,0.693723955
1988,MS,0.549805454,0.719319143
1988,MT,0.555248556,0.607740282
1988,NC,0.631477459,0.681143959
1988,ND,,0.715627925
1988,NE,0.729940752,0.506733163
1988,NH,0.587620904,
1988,NJ,0.711511381,0.715896335
1988,NM,0.758394928,0.731093322
1988,NV,0.585064921,0.655054328
1988,NY,0.725641901,0.809770443
1988,OH,0.764513509,0.739385515
1988,OK,0.624028477,0.844902374
1988,OR,0.564106808,0.805244026
1988,PA,0.759759597,0.78234684
1988,RI,0.638780418,
1988,SC,0.58422465,0.63042064
1988,SD,,0.71736942
1988,TN,0.721924571,0.827217304
1988,TX,0.792289976,0.845825102
1988,UT,0.641053454,0.58296983
1988,VA,0.807386756,0.691348258
1988,VT,0.685790929,
1988,WA,0.669274993,0.740917233
1988,WI,0.718019347,0.722350104
1988,WV,,0.77546478
1988,WY,0.676761381,
1990,AK,0.519210195,
1990,AL,0.756445592,0.822809003
1990,AR,0.705050812,0.656981724
1990,AZ,0.706706197,0.659138072
1990,CA,0.643816718,0.667592215
1990,CO,0.624694486,0.652481582
1990,CT,0.677295559,0.610707623
1990,DE,,0.667049125
1990,FL,0.793518759,0.675165222
1990,GA,0.503110589,0.642662203
1990,HI,,0.645844702
1990,IA,0.725849767,1
1990,ID,,0.583132165
1990,IL,0.81165304,0.731018046
1990,IN,0.605311114,0.600314064
1990,KS,0.606680209,0.66792082
1990,KY,0.897769656,0.693530655
1990,LA,0.777874253,0.880170884
1990,MA,0.775616257,0.812327745
1990,MD,0.693260997,0.719164223
1990,ME,0.510285029,0.601966537
1990,MI,0.639596443,0.727882682
1990,MN,0.644334056,0.678465758
1990,MO,0.537844815,0.581959902
1990,MS,,0.821886234
1990,MT,0.62961198,0.611333
1990,NC,0.602731858,0.623741785
1990,ND,,0.651912828
1990,NE,0.579414066,0.580566335
1990,NH,0.552441499,0.526887699
1990,NJ,0.68508563,0.707014855
1990,NM,0.85107549,0.74459193
1990,NV,0.634671866,0.641156733
1990,NY,0.711762008,0.770329151
1990,OH,0.646957018,0.714637003
1990,OK,0.627720843,0.73814048
1990,OR,0.680373573,0.758531706
1990,PA,0.769058703,0.694068883
1990,RI,0.551602144,0.59213913
1990,SC,0.82756455,0.798837115
1990,SD,,0.67553576
1990,TN,0.873376025,0.769816142
1990,TX,0.85402229,0.790554518
1990,UT,0.543534095,0.603396657
1990,VA,0.604140236,0.92278768
1990,VT,,0.604786139
1990,WA,0.596398138,0.628139603
1990,WI,0.735574575,0.756750688
1990,WV,,0.686408675
1990,WY,0.550934801,
1992,AK,0.522105057,
1992,AL,0.555475632,0.698083887
1992,AR,0.519417744,0.719966484
1992,AZ,0.673845546,0.594574235
1992,CA,0.592826788,0.69360233
1992,CO,0.619536815,0.669530257
1992,CT,0.678024958,0.617200344
1992,DE,0.565833404,
1992,FL,0.660449825,0.634539347
1992,GA,0.552144931,0.621393105
1992,HI,,0.761563711
1992,IA,0.675287141,0.62777305
1992,ID,0.631836118,0.607777797
1992,IL,0.620584393,0.697028745
1992,IN,0.608886992,0.622872427
1992,KS,0.653330799,0.565013285
1992,KY,0.581306867,0.588992776
1992,LA,0.876729069,1
1992,MA,0.541051508,0.705590267
1992,MD,0.608443671,0.791457746
1992,ME,0.539102189,0.650112312
1992,MI,0.686983269,0.618401287
1992,MN,0.614334452,0.619687315
1992,MO,0.586809176,0.62124455
1992,MS,,0.712229206
1992,MT,,0.517978239
1992,NC,0.645137813,0.611537416
1992,ND,,0.590387667
1992,NE,0.657005619,0.512179652
1992,NH,0.555943627,0.633227881
1992,NJ,0.660613729,0.633474062
1992,NM,0.595458777,0.692428658
1992,NV,0.525075575,0.603675381
1992,NY,0.614846012,0.732964874
1992,OH,0.691369821,0.652133886
1992,OK,0.530899085,0.677752033
1992,OR,0.67163994,0.670110494
1992,PA,0.740217446,0.676198645
1992,RI,0.738735509,0.74287213
1992,SC,0.728411593,0.625653883
1992,SD,,0.720217878
1992,TN,0.692571251,0.6899058
1992,TX,0.782463926,0.678483273
1992,UT,0.699618359,0.56780043
1992,VA,0.713638366,0.635895177
1992,VT,,0.680398229
1992,WA,0.640179066,0.598466771
1992,WI,0.629389847,0.649218381
1992,WV,,0.788457738
1992,WY,0.595305802,
1994,AK,0.634875662,
1994,AL,0.733219082,0.727605144
1994,AR,0.597610635,0.553923559
1994,AZ,0.637381728,0.656165475
1994,CA,0.642926238,0.672433215
1994,CO,0.783304228,0.583972273
1994,CT,0.653921242,0.627305852
1994,DE,0.727012115,
1994,FL,0.82796822,0.693866289
1994,GA,0.634194928,0.64696423
1994,HI,,0.648279959
1994,IA,0.580554049,
1994,ID,0.652026099,
1994,IL,0.679575473,0.68444969
1994,IN,0.625859081,0.542819961
1994,KS,0.631400034,
1994,KY,0.660839005,0.544973163
1994,LA,0.838260335,0.768094175
1994,MA,0.534364596,0.793172461
1994,MD,0.66672193,0.715806417
1994,ME,0.518925421,0.528598778
1994,MI,0.699551357,0.637714712
1994,MN,0.644043521,0.566392563
1994,MO,0.667666494,0.613980011
1994,MS,0.630576539,0.635447649
1994,MT,,0.53539194
1994,NC,0.641311018,0.577109027
1994,ND,,0.537416747
1994,NE,0.639374946,
1994,NH,0.611840411,
1994,NJ,0.663839109,0.697473869
1994,NM,0.702158939,0.651174918
1994,NV,0.594960752,
1994,NY,0.692668972,0.771328353
1994,OH,0.718730675,0.655103484
1994,OK,0.678719457,0.737713382
1994,OR,0.556053021,0.652618765
1994,PA,0.782078373,0.646311568
1994,RI,,0.6106666
1994,SC,0.752022308,0.579770383
1994,SD,,0.620271781
1994,TN,0.693003669,0.582675452
1994,TX,0.8195774,0.61115328
1994,UT,0.603202701,0.596730227
1994,VA,0.859710168,0.620647243
1994,VT,,0.517103296
1994,WA,0.560436527,0.667384051
1994,WI,0.73728762,0.57347411
1994,WV,,0.659653449
1994,WY,0.563101247,
1996,AK,0.619938557,
1996,AL,0.608560793,0.646349391
1996,AR,0.603021176,0.533467174
1996,AZ,0.63323949,0.678838765
1996,CA,0.636088462,0.687007696
1996,CO,0.656629323,0.592307593
1996,CT,0.559951567,0.632522538
1996,DE,0.716983027,
1996,FL,0.722920674,0.666308009
1996,GA,0.599600353,0.705760054
1996,HI,,0.591040396
1996,IA,0.565585779,0.508820986
1996,ID,0.606142284,
1996,IL,0.601428031,0.759337046
1996,IN,0.622939126,0.600290525
1996,KS,0.581413055,
1996,KY,0.660581833,0.556950891
1996,LA,0.797920809,1
1996,MA,,0.68790377
1996,MD,0.603834833,0.732222293
1996,ME,,0.648351546
1996,MI,0.651860416,0.671834137
1996,MN,0.614792928,0.640039377
1996,MO,0.607046804,0.674979599
1996,MS,0.647559955,0.601762777
1996,MT,0.548460378,
1996,NC,0.658873991,0.596066539
1996,ND,,0.560245554
1996,NE,0.687038449,
1996,NH,0.527568331,
1996,NJ,0.634235536,0.69502188
1996,NM,0.58170077,0.687703534
1996,NV,0.579699543,
1996,NY,0.61917917,0.765506431
1996,OH,0.659787732,0.688303602
1996,OK,0.624862313,
1996,OR,0.627971691,0.619135855
1996,PA,0.624081275,0.668659464
1996,RI,,0.691256323
1996,SC,0.831839853,0.621210666
1996,SD,0.609246911,
1996,TN,0.636641378,0.682726018
1996,TX,0.763902869,0.657098615
1996,UT,0.593059576,
1996,VA,0.772657929,0.711170096
1996,VT,,0.664600915
1996,WA,0.547079585,0.669932306
1996,WI,0.647693437,0.587631986
1996,WV,,0.896288762
1996,WY,0.575051555,
1998,AK,0.64394121,
1998,AL,0.711417987,0.848630757
1998,AR,0.787610565,0.789863698
1998,AZ,0.615022014,0.707595971
1998,CA,0.683735929,0.762629009
1998,CO,0.645475956,0.601143057
1998,CT,0.64649459,0.61162566
1998,DE,0.675916889,
1998,FL,0.935746961,0.900395419
1998,GA,0.771714208,0.65458682
1998,HI,,0.68486605
1998,IA,0.696666211,0.580329015
1998,ID,0.546440669,
1998,IL,0.750203674,0.75617381
1998,IN,0.655778165,0.606692406
1998,KS,0.672639784,0.523916194
1998,KY,0.606718595,0.534102336
1998,LA,0.901486575,1
1998,MA,,0.784867365
1998,MD,0.655695614,0.78609089
1998,ME,,0.695589667
1998,MI,0.733840532,0.665492984
1998,MN,0.650748097,0.639151755
1998,MO,0.683746932,0.689509516
1998,MS,0.843387256,0.782015751
1998,MT,0.544413158,
1998,NC,0.727589523,0.671380249
1998,ND,,0.577606804
1998,NE,0.797671303,
1998,NH,0.605658129,
1998,NJ,0.642396931,0.695835463
1998,NM,0.557770942,0.551300796
1998,NV,1,0.518890452
1998,NY,0.685937823,0.804255609
1998,OH,0.662248794,0.691009404
1998,OK,0.631312323,
1998,OR,0.638467477,0.700331389
1998,PA,0.747145609,0.700494219
1998,RI,,0.725470979
1998,SC,0.793591561,0.66347898
1998,SD,0.750829498,
1998,TN,0.791314421,0.838296777
1998,TX,0.793240393,0.747623779
1998,UT,0.746083389,
1998,VA,0.886557512,0.879629087
1998,VT,,0.658496787
1998,WA,0.621832704,0.681462904
1998,WI,0.779525024,0.642865756
1998,WV,,0.924416116
1998,WY,0.599020739,
2000,AK,0.807936199,
2000,AL,0.863750274,0.881328552
2000,AR,1,0.562442666
2000,AZ,0.631992169,0.718092015
2000,CA,0.677511303,0.733873262
2000,CO,0.813747052,0.651689463
2000,CT,0.582380865,0.663364028
2000,DE,0.687016884,
2000,FL,0.783379111,0.802428962
2000,GA,0.700019754,0.637958148
2000,HI,,0.669121682
2000,IA,0.629694912,0.650990893
2000,ID,0.702800662,
2000,IL,0.617779664,0.835048789
2000,IN,0.626403584,0.598798059
2000,KS,0.753635348,0.516433416
2000,KY,0.6291691,0.554954478
2000,LA,0.794006573,1
2000,MA,,0.872972737
2000,MD,0.617857918,0.788786333
2000,ME,,0.677531169
2000,MI,0.633230777,0.723753786
2000,MN,0.589833282,0.658864849
2000,MO,0.631027603,0.689605437
2000,MS,0.724614414,0.694085382
2000,MT,0.526715979,
2000,NC,0.734023421,0.649704025
2000,ND,,0.542959659
2000,NE,0.733113661,
2000,NH,0.560047784,
2000,NJ,0.635076698,0.721084915
2000,NM,0.559499124,0.671777295
2000,NV,0.683383583,0.539120344
2000,NY,0.674920838,0.78177947
2000,OH,0.685522981,0.756387655
2000,OK,0.739332456,0.567747228
2000,OR,0.738080466,0.650597277
2000,PA,0.693390442,0.74909224
2000,RI,,0.741651128
2000,SC,0.725380515,0.666112279
2000,SD,0.74686494,
2000,TN,0.803798896,0.776262058
2000,TX,0.745874246,0.767724974
2000,UT,0.663954253,0.575172031
2000,VA,0.732592338,0.837225173
2000,VT,,0.80237859
2000,WA,0.617428896,0.662904519
2000,WI,0.701343511,0.63646175
2000,WV,0.513613698,1
2000,WY,0.700532382,
2002,AK,0.81172683,
2002,AL,0.76517246,0.87392225
2002,AR,1,0.757995095
2002,AZ,0.631197122,0.660991671
2002,CA,0.698013713,0.71200899
2002,CO,0.634918845,0.655863409
2002,CT,0.580512831,0.678680466
2002,DE,0.729580349,
2002,FL,0.757486083,0.822629669
2002,GA,0.736191189,0.774335111
2002,HI,,0.664663057
2002,IA,0.571822223,0.542515471
2002,ID,0.650966624,
2002,IL,0.693190094,0.786754591
2002,IN,0.6367995,0.585106993
2002,KS,0.745916382,0.516933753
2002,KY,0.731273748,0.518075631
2002,LA,0.932574894,0.785606361
2002,MA,,0.869051749
2002,MD,0.714876092,0.657128446
2002,ME,,0.579066761
2002,MI,0.660500209,0.827378523
2002,MN,0.634800601,0.677306621
2002,MO,0.704541405,0.670672213
2002,MS,0.696732675,0.671551263
2002,MT,0.664219922,
2002,NC,0.737101281,0.648292555
2002,ND,,0.524057482
2002,NE,0.885826752,
2002,NH,0.591628491,
2002,NJ,0.661281315,0.7638955
2002,NM,0.557997553,1
2002,NV,0.69457375,0.557006756
2002,NY,0.790623983,0.788030004
2002,OH,0.708461523,0.691246087
2002,OK,0.691147931,0.741218899
2002,OR,0.736115735,0.640195463
2002,PA,0.777649742,0.726611297
2002,RI,,0.695089238
2002,SC,0.845374483,0.838232393
2002,SD,0.539509529,
2002,TN,0.79559112,0.715251666
2002,TX,0.774397588,0.73552911
2002,UT,0.66121256,0.503731462
2002,VA,0.881052665,0.757833523
2002,VT,,0.665524385
2002,WA,0.648383136,0.62658767
2002,WI,0.859807284,0.738850082
2002,WV,0.600430118,0.851098295
2002,WY,0.625625745,
2004,AK,0.760697849,
2004,AL,0.741460433,0.740440965
2004,AR,0.608934481,0.74912621
2004,AZ,0.742996857,0.690167635
2004,CA,0.691260817,0.740133462
2004,CO,0.605035524,0.653332735
2004,CT,0.558937234,0.736734241
2004,DE,0.699409145,
2004,FL,0.77036579,0.902622666
2004,GA,0.867486359,0.742062241
2004,HI,,0.638616836
2004,IA,0.601030285,0.55246197
2004,ID,0.701423722,
2004,IL,0.646697509,0.767298296
2004,IN,0.630800045,0.618636835
2004,KS,0.75219526,0.55841768
2004,KY,0.704168362,0.594280699
2004,LA,0.780260187,0.646287306
2004,MA,,0.850514361
2004,MD,0.727348043,0.720824778
2004,ME,,0.596282046
2004,MI,0.646535174,0.741551943
2004,MN,0.599164171,0.676263644
2004,MO,0.682506325,0.636350583
2004,MS,1,0.621009101
2004,MT,0.662700784,
2004,NC,0.639298753,0.648648474
2004,ND,,0.59562954
2004,NE,0.692748851,
2004,NH,0.619088034,
2004,NJ,0.639038683,0.742663428
2004,NM,0.573172238,0.686779988
2004,NV,0.641863608,0.679484571
2004,NY,0.665774763,0.774416028
2004,OH,0.642442458,0.794786363
2004,OK,0.819103747,0.658903949
2004,OR,0.736453501,0.628347578
2004,PA,0.706178879,0.846204658
2004,RI,,0.71154423
2004,SC,0.841923587,0.650530233
2004,SD,,0.53751875
2004,TN,0.805639711,0.694254124
2004,TX,0.719325367,0.738958101
2004,UT,0.680377968,0.558908509
2004,VA,0.760432699,0.638697187
2004,VT,,0.753848652
2004,WA,0.582327077,0.675544785
2004,WI,0.684013763,0.727464564
2004,WV,0.581843684,0.664866068
2004,WY,0.569191197,
2006,AK,0.585746309,
2006,AL,0.737355006,1
2006,AR,0.622319882,0.681746209
2006,AZ,0.688158348,0.617255944
2006,CA,0.649000976,0.77454297
2006,CO,0.568522734,0.72518025
2006,CT,0.51713925,0.645392311
2006,DE,0.595940562,
2006,FL,0.628250585,0.858386368
2006,GA,0.706444771,0.688868664
2006,HI,,0.651953665
2006,IA,0.597024196,0.533991652
2006,ID,0.585033263,
2006,IL,0.588845417,0.784857004
2006,IN,0.61019949,0.586609101
2006,KS,0.724696977,0.587507809
2006,KY,0.607794555,0.756192038
2006,LA,0.820725061,0.788609942
2006,MA,,0.916615072
2006,MD,0.647009446,0.822905787
2006,ME,,0.682655273
2006,MI,0.600048223,0.839561315
2006,MN,0.592148213,0.660570784
2006,MO,0.662079041,0.695949648
2006,MS,0.829578851,0.720313601
2006,MT,0.600753693,
2006,NC,0.625153902,0.69832846
2006,ND,,0.656802423
2006,NE,0.560035749,
2006,NH,,0.524642485
2006,NJ,0.596334752,0.798066421
2006,NM,0.548376081,0.746423217
2006,NV,0.519127843,0.675112353
2006,NY,0.550365276,0.806119499
2006,OH,0.570939004,0.698703811
2006,OK,0.653061701,0.727355417
2006,OR,0.687575991,0.647526136
2006,PA,0.580808456,0.696399497
2006,RI,,0.874330459
2006,SC,0.633999793,0.611272849
2006,SD,,0.701935845
2006,TN,0.683008685,0.711769663
2006,TX,0.66152988,0.768296728
2006,UT,0.650890541,0.61265491
2006,VA,0.692953954,0.787591737
2006,VT,,0.544370381
2006,WA,0.55928512,0.691319939
2006,WI,0.753786574,0.628612281
2006,WV,0.571819176,0.668472291
2006,WY,0.502725412,
2008,AK,0.527162611,
2008,AL,0.822394428,0.673710186
2008,AR,1,1
2008,AZ,0.607149751,0.625584318
2008,CA,0.621656394,0.802372968
2008,CO,0.61255351,0.642694508
2008,CT,,0.664545947
2008,DE,0.616535427,
2008,FL,0.610555228,0.751469463
2008,GA,0.66737561,0.768729926
2008,HI,,0.795222144
2008,IA,0.610577147,0.604828287
2008,ID,0.710421018,0.506057511
2008,IL,0.598427322,0.779160376
2008,IN,0.623051014,0.662217205
2008,KS,0.681735477,0.58733413
2008,KY,0.699890389,0.620116222
2008,LA,0.643386917,1
2008,MA,,0.89200914
2008,MD,0.598264673,0.736636485
2008,ME,,0.611671672
2008,MI,0.615634498,0.716968427
2008,MN,0.544342553,0.701017561
2008,MO,0.64119921,0.747161029
2008,MS,0.625375144,0.663227342
2008,MT,0.664233419,
2008,NC,0.624578946,0.65854334
2008,ND,,0.619741054
2008,NE,0.66387225,
2008,NH,,0.553460851
2008,NJ,0.601803795,0.719344268
2008,NM,,0.588910705
2008,NV,0.555679929,0.616755616
2008,NY,0.62269853,0.750901245
2008,OH,0.612161069,0.645437239
2008,OK,0.690310723,0.704690719
2008,OR,0.729652786,0.841878837
2008,PA,0.602799873,0.665065804
2008,RI,,0.720138532
2008,SC,0.581243318,0.650046268
2008,SD,,0.675557444
2008,TN,0.732285513,0.857655114
2008,TX,0.748468268,0.741433781
2008,UT,0.689555095,0.647591042
2008,VA,0.605791054,0.713559154
2008,VT,,1
2008,WA,0.603843057,0.683544185
2008,WI,0.762011048,0.698017292
2008,WV,0.570723563,0.834596321
2008,WY,0.551440744,
2010,AK,0.693244792,
2010,AL,0.780850153,0.724847019
2010,AR,0.623350467,0.588942846
2010,AZ,0.601802562,0.582666619
2010,CA,0.656031269,0.694531012
2010,CO,0.61183468,0.62159265
2010,CT,,0.591992489
2010,DE,,0.58044049
2010,FL,0.712504845,0.712773288
2010,GA,0.785292442,0.651683843
2010,HI,,0.636296121
2010,IA,0.671374013,0.51942725
2010,ID,0.645485718,
2010,IL,0.60935942,0.76826436
2010,IN,0.656081696,0.572876736
2010,KS,0.660952975,
2010,KY,0.715087762,0.527712244
2010,LA,0.792655707,0.658664023
2010,MA,,0.639860542
2010,MD,0.60604724,0.714327747
2010,ME,,0.559773306
2010,MI,0.633909239,0.647619082
2010,MN,0.581889442,0.622694815
2010,MO,0.71554129,0.605243513
2010,MS,0.595534703,0.620205387
2010,MT,0.640942146,
2010,NC,0.675429612,0.571422374
2010,ND,0.549207934,
2010,NE,0.705819578,
2010,NH,0.534260713,
2010,NJ,0.642078317,0.659888315
2010,NM,0.554028581,0.54432479
2010,NV,0.581546591,0.636374283
2010,NY,0.580789588,0.714859863
2010,OH,0.624214167,0.633861264
2010,OK,0.856026056,0.565238287
2010,OR,0.740774663,0.597365849
2010,PA,0.618167075,0.676681328
2010,RI,,0.592598925
2010,SC,0.623559553,0.633247527
2010,SD,0.511845137,
2010,TN,0.712023574,0.659298187
2010,TX,0.776805316,0.652168222
2010,UT,0.751125243,0.522928045
2010,VA,0.643776814,0.614398825
2010,VT,,0.66840271
2010,WA,0.590829802,0.643260699
2010,WI,0.641182664,0.612561101
2010,WV,0.600745937,0.560386473
2010,WY,0.742048932,
2012,AK,0.690828154,
2012,AL,0.730257057,0.758988755
2012,AR,0.697815375,
2012,AZ,0.666384519,0.63133454
2012,CA,0.672859087,0.74596728
2012,CO,0.672334576,0.625474843
2012,CT,,0.654823771
2012,DE,,0.658255419
2012,FL,0.673819648,0.730083323
2012,GA,0.785949644,0.694378408
2012,HI,,0.675776726
2012,IA,0.54320457,0.572305076
2012,ID,0.661715068,
2012,IL,0.621344508,0.662447119
2012,IN,0.595076867,0.650666817
2012,KS,0.814710904,
2012,KY,0.660950677,0.649342273
2012,LA,0.955933196,0.855875164
2012,MA,,0.773428375
2012,MD,0.697696537,0.703810373
2012,ME,,0.614928115
2012,MI,0.588717603,0.743794678
2012,MN,0.542846142,0.633160383
2012,MO,0.665475403,0.718068259
2012,MS,0.770157263,0.68434255
2012,MT,0.554874274,
2012,NC,0.574811035,0.702306437
2012,ND,0.568070304,
2012,NE,0.644192609,
2012,NH,,0.522476292
2012,NJ,0.5872459,0.747189631
2012,NM,0.591012772,0.611421788
2012,NV,0.577045955,0.605927521
2012,NY,0.545956886,0.738368458
2012,OH,0.622033089,0.802394335
2012,OK,0.675396564,
2012,OR,0.702137421,0.648983297
2012,PA,0.594922862,0.763492459
2012,RI,,0.589038391
2012,SC,0.678469608,1
2012,SD,0.574497342,
2012,TN,0.745875099,0.712410142
2012,TX,0.721432397,0.714416849
2012,UT,0.719805526,0.501607784
2012,VA,0.587952128,0.708546667
2012,VT,,0.755405714
2012,WA,0.620425768,0.63984224
2012,WI,0.596110383,0.688726912
2012,WV,0.66124836,0.539815503
2012,WY,0.743006361,
2014,AK,0.554379525,
2014,AL,0.79691363,1
2014,AR,0.690670728,
2014,AZ,0.715084772,0.662500936
2014,CA,0.703163555,0.718119834
2014,CO,0.613152186,0.604168101
2014,CT,,0.602942748
2014,DE,,0.617144116
2014,FL,0.745742172,0.723175521
2014,GA,0.794291242,0.89788674
2014,HI,,0.663906094
2014,IA,0.561235847,0.525607763
2014,ID,0.631856192,
2014,IL,0.647962421,0.677538455
2014,IN,0.663313709,0.598243749
2014,KS,0.6357041,
2014,KY,0.696570894,0.640948102
2014,LA,0.814155376,1
2014,MA,,0.861325386
2014,MD,0.704846414,0.631396426
2014,ME,0.529285646,0.663317047
2014,MI,0.596814132,0.722063278
2014,MN,0.602296851,0.598037899
2014,MO,0.702137299,0.653079342
2014,MS,0.718196064,1
2014,MT,0.57825738,
2014,NC,0.65394579,0.744907525
2014,ND,0.590731378,
2014,NE,0.721015799,0.517635732
2014,NH,0.518035142,0.550151323
2014,NJ,0.60815119,0.698822065
2014,NM,0.644575785,0.600632969
2014,NV,0.614517884,0.600123593
2014,NY,0.665855983,0.814133452
2014,OH,0.693034148,0.699594144
2014,OK,0.778243752,
2014,OR,0.732816964,0.649498631
2014,PA,0.69033306,0.788837143
2014,RI,,0.610015653
2014,SC,0.756654521,0.739435957
2014,SD,0.66529627,
2014,TN,0.750039627,0.699286441
2014,TX,0.772266384,0.842550492
2014,UT,0.659610841,
2014,VA,0.71064142,0.750785397
2014,VT,,0.674845854
2014,WA,0.713707722,0.641825162
2014,WI,0.632274418,0.657694057
2014,WV,0.570238932,
2014,WY,0.749385114,
2016,AK,0.582803158,
2016,AL,0.771651525,1
2016,AR,0.903283835,
2016,AZ,0.709274597,0.725182083
2016,CA,0.592131868,0.7560752
2016,CO,0.613907348,0.631963007
2016,CT,,0.635415303
2016,DE,,0.57546168
2016,FL,0.628609785,0.648573584
2016,GA,0.787060318,0.803471128
2016,HI,,0.785710729
2016,IA,0.575104708,0.537398783
2016,ID,0.681662038,
2016,IL,0.725856757,0.734066188
2016,IN,0.664581516,0.81347183
2016,KS,0.720503076,
2016,KY,0.810102986,0.634991958
2016,LA,0.815840533,1
2016,MA,,0.859780973
2016,MD,0.700684006,0.681607196
2016,ME,0.548012695,0.580304247
2016,MI,0.613501455,0.713742732
2016,MN,0.578377982,0.58292908
2016,MO,0.7014665,0.698623385
2016,MS,0.69900215,0.697185421
